name,price,rating,category,brand,specs,description
Apple Tablet Model 2927,4711.56,4.9,Tablet,Apple,"4GB RAM, 32GB, A12 Bionic",Tablet from Apple equipped with 4GB RAM.
Lego Toys Model 2045,3458.91,4.0,Toys,Lego,"Plush Toy, 12 inch",Toys from Lego equipped with Plush Toy.
Nabisco Food Model 2781,4588.0,3.3,Food,Nabisco,"500ml, Diet",Food from Nabisco equipped with 500ml.
Lego Toys Model 2106,4733.32,4.1,Toys,Lego,"Die-cast, Model 2023",Toys from Lego equipped with Die-cast.
Hot Wheels Toys Model 2230,4785.87,4.1,Toys,Hot Wheels,"Plush Toy, 12 inch",Toys from Hot Wheels equipped with Plush Toy.
Honda Vehicles Model 2931,2502.18,3.5,Vehicles,Honda,"1.5L Turbo, CVT",Vehicles from Honda equipped with 1.5L Turbo.
Apple Tablet Model 2768,4736.11,4.4,Tablet,Apple,"6GB RAM, 64GB, MediaTek",Tablet from Apple equipped with 6GB RAM.
Samsung Electronics Model 2679,2840.58,3.0,Electronics,Samsung,"Bluetooth Speaker, Waterproof",Electronics from Samsung equipped with Bluetooth Speaker.
HP PC Model 2909,2393.71,3.4,PC,HP,"Ryzen 5, 8GB RAM, 256GB SSD",PC from HP equipped with Ryzen 5.
AmazonBasics E-Commerce Model 2411,2360.05,5.0,E-Commerce,AmazonBasics,"Online only, Fast shipping",E-Commerce from AmazonBasics equipped with Online only.
Nabisco Food Model 2493,2802.12,3.1,Food,Nabisco,"100g, Milk Chocolate",Food from Nabisco equipped with 100g.
Xiaomi Mobile Model 2727,837.81,3.6,Mobile,Xiaomi,"64GB, MediaTek",Mobile from Xiaomi equipped with 64GB.
LG Electronics Model 2989,2863.3,4.5,Electronics,LG,"4K UHD, HDR10, WebOS",Electronics from LG equipped with 4K UHD.
Toyota Vehicles Model 2372,4543.29,3.4,Vehicles,Toyota,"V6 Engine, 4x4 Drive",Vehicles from Toyota equipped with V6 Engine.
AliExpress E-Commerce Model 2904,3556.95,3.2,E-Commerce,AliExpress,"Bulk discounts, Direct from China",E-Commerce from AliExpress equipped with Bulk discounts.
Lenovo Tablet Model 2480,3512.72,3.7,Tablet,Lenovo,"4GB RAM, 32GB, A12 Bionic",Tablet from Lenovo equipped with 4GB RAM.
Nabisco Food Model 2622,2944.0,3.0,Food,Nabisco,"1.5L, Carbonated",Food from Nabisco equipped with 1.5L.
Mattel Toys Model 2417,2851.08,4.3,Toys,Mattel,"Plush Toy, 12 inch",Toys from Mattel equipped with Plush Toy.
Lego Toys Model 2010,3161.59,4.5,Toys,Lego,"Board Game, 2-6 Players",Toys from Lego equipped with Board Game.
Bose Electronics Model 2603,1156.93,3.9,Electronics,Bose,"1080p Full HD, Android TV",Electronics from Bose equipped with 1080p Full HD.
Sony Electronics Model 2841,4348.94,3.2,Electronics,Sony,"1080p Full HD, Android TV",Electronics from Sony equipped with 1080p Full HD.
Toyota Vehicles Model 2530,288.56,3.4,Vehicles,Toyota,"1.5L Turbo, CVT",Vehicles from Toyota equipped with 1.5L Turbo.
Mattel Toys Model 2984,1737.98,4.8,Toys,Mattel,"Board Game, 2-6 Players",Toys from Mattel equipped with Board Game.
Nabisco Food Model 2058,1664.94,3.1,Food,Nabisco,"Family Pack, Chocolate",Food from Nabisco equipped with Family Pack.
Mattel Toys Model 2869,2963.0,4.3,Toys,Mattel,"500 pieces, Multi-color",Toys from Mattel equipped with 500 pieces.
Hot Wheels Toys Model 2658,2556.15,5.0,Toys,Hot Wheels,"Board Game, 2-6 Players",Toys from Hot Wheels equipped with Board Game.
Hasbro Toys Model 2443,1073.6,4.3,Toys,Hasbro,"Die-cast, Model 2023",Toys from Hasbro equipped with Die-cast.
Coca-Cola Food Model 2984,4099.58,4.3,Food,Coca-Cola,"Family Pack, Chocolate",Food from Coca-Cola equipped with Family Pack.
Under Armour Clothing Model 2634,3756.4,4.8,Clothing,Under Armour,"Size: XL, Cotton, Red",Clothing from Under Armour equipped with Size: XL.
Hot Wheels Toys Model 2933,1517.48,4.9,Toys,Hot Wheels,"Die-cast, Model 2023",Toys from Hot Wheels equipped with Die-cast.
MSI PC Model 2666,1166.68,3.2,PC,MSI,"Ryzen 5, 8GB RAM, 256GB SSD",PC from MSI equipped with Ryzen 5.
Samsung Tablet Model 2017,1081.0,4.3,Tablet,Samsung,"12GB RAM, 128GB, Snapdragon",Tablet from Samsung equipped with 12GB RAM.
HP PC Model 2308,4723.17,4.3,PC,HP,"Ryzen 5, 8GB RAM, 256GB SSD",PC from HP equipped with Ryzen 5.
Tesla Vehicles Model 2660,2534.01,3.1,Vehicles,Tesla,"2.0L Hybrid, 5 seats",Vehicles from Tesla equipped with 2.0L Hybrid.
Etsy E-Commerce Model 2716,2035.15,3.4,E-Commerce,Etsy,"Handmade, Customizable",E-Commerce from Etsy equipped with Handmade.
Hot Wheels Toys Model 2540,4552.78,4.7,Toys,Hot Wheels,"Board Game, 2-6 Players",Toys from Hot Wheels equipped with Board Game.
Coca-Cola Food Model 2227,4449.61,4.8,Food,Coca-Cola,"100g, Milk Chocolate",Food from Coca-Cola equipped with 100g.
Lenovo Tablet Model 2481,2335.99,4.5,Tablet,Lenovo,"6GB RAM, 64GB, MediaTek",Tablet from Lenovo equipped with 6GB RAM.
Acer PC Model 2875,2036.13,3.4,PC,Acer,"Ryzen 5, 8GB RAM, 256GB SSD",PC from Acer equipped with Ryzen 5.
Mattel Toys Model 2777,2127.64,3.2,Toys,Mattel,"Plush Toy, 12 inch",Toys from Mattel equipped with Plush Toy.
Tesla Vehicles Model 2510,3079.17,4.7,Vehicles,Tesla,"2.0L Hybrid, 5 seats",Vehicles from Tesla equipped with 2.0L Hybrid.
Nabisco Food Model 2142,743.94,4.1,Food,Nabisco,"Family Pack, Chocolate",Food from Nabisco equipped with Family Pack.
Microsoft Tablet Model 2409,3727.2,4.3,Tablet,Microsoft,"12GB RAM, 128GB, Snapdragon",Tablet from Microsoft equipped with 12GB RAM.
Puma Clothing Model 2646,3768.07,3.5,Clothing,Puma,"Size: S, Wool, Blue",Clothing from Puma equipped with Size: S.
LG Electronics Model 2832,4988.21,3.4,Electronics,LG,"4K UHD, HDR10, WebOS",Electronics from LG equipped with 4K UHD.
Nestle Food Model 2180,1279.78,4.1,Food,Nestle,"500ml, Diet",Food from Nestle equipped with 500ml.
Tesla Vehicles Model 2314,4029.38,4.6,Vehicles,Tesla,"Electric, 358mi range, Autopilot",Vehicles from Tesla equipped with Electric.
Sony Electronics Model 2397,1555.84,4.5,Electronics,Sony,"Noise Cancelling, Wireless",Electronics from Sony equipped with Noise Cancelling.
Toyota Vehicles Model 2238,3828.05,3.9,Vehicles,Toyota,"1.5L Turbo, CVT",Vehicles from Toyota equipped with 1.5L Turbo.
Samsung Mobile Model 2772,948.43,4.7,Mobile,Samsung,"64GB, MediaTek",Mobile from Samsung equipped with 64GB.
Nabisco Food Model 2122,2235.97,3.6,Food,Nabisco,"Family Pack, Chocolate",Food from Nabisco equipped with Family Pack.
MSI PC Model 2908,824.63,4.7,PC,MSI,"Intel i7, 16GB RAM, 512GB SSD",PC from MSI equipped with Intel i7.
Mattel Toys Model 2271,2237.52,3.5,Toys,Mattel,"Die-cast, Model 2023",Toys from Mattel equipped with Die-cast.
Apple Mobile Model 2402,2842.87,4.2,Mobile,Apple,"128GB, A15 Bionic",Mobile from Apple equipped with 128GB.
Honda Vehicles Model 2656,1257.78,3.7,Vehicles,Honda,"Electric, 358mi range, Autopilot",Vehicles from Honda equipped with Electric.
Apple Mobile Model 2030,3757.61,3.6,Mobile,Apple,"256GB, Snapdragon 8 Gen1",Mobile from Apple equipped with 256GB.
Lenovo Tablet Model 2292,1933.25,3.3,Tablet,Lenovo,"6GB RAM, 64GB, MediaTek",Tablet from Lenovo equipped with 6GB RAM.
Coca-Cola Food Model 2177,2047.43,4.7,Food,Coca-Cola,"Family Pack, Chocolate",Food from Coca-Cola equipped with Family Pack.
Samsung Tablet Model 2562,2842.73,4.3,Tablet,Samsung,"8GB RAM, 256GB SSD, Intel i5",Tablet from Samsung equipped with 8GB RAM.
Puma Clothing Model 2306,1288.34,4.7,Clothing,Puma,"Size: S, Wool, Blue",Clothing from Puma equipped with Size: S.
Microsoft Tablet Model 2660,1336.28,4.5,Tablet,Microsoft,"6GB RAM, 64GB, MediaTek",Tablet from Microsoft equipped with 6GB RAM.
Xiaomi Mobile Model 2467,4692.84,3.9,Mobile,Xiaomi,"64GB, MediaTek",Mobile from Xiaomi equipped with 64GB.
Samsung Tablet Model 2693,4950.87,3.3,Tablet,Samsung,"6GB RAM, 64GB, MediaTek",Tablet from Samsung equipped with 6GB RAM.
Nike Clothing Model 2416,4951.56,4.5,Clothing,Nike,"Size: XL, Cotton, Red",Clothing from Nike equipped with Size: XL.
Tesla Vehicles Model 2564,2065.25,3.8,Vehicles,Tesla,"V6 Engine, 4x4 Drive",Vehicles from Tesla equipped with V6 Engine.
eBay E-Commerce Model 2162,1038.68,5.0,E-Commerce,eBay,"Bulk discounts, Direct from China",E-Commerce from eBay equipped with Bulk discounts.
OnePlus Mobile Model 2850,653.22,3.2,Mobile,OnePlus,"256GB, Snapdragon 8 Gen1",Mobile from OnePlus equipped with 256GB.
Samsung Mobile Model 2115,949.75,3.6,Mobile,Samsung,"128GB, A15 Bionic",Mobile from Samsung equipped with 128GB.
Coca-Cola Food Model 2217,2081.26,4.6,Food,Coca-Cola,"Family Pack, Chocolate",Food from Coca-Cola equipped with Family Pack.
Asus PC Model 2381,3174.18,3.0,PC,Asus,"Intel i5, 8GB RAM, 1TB HDD",PC from Asus equipped with Intel i5.
Bose Electronics Model 2544,3629.32,3.0,Electronics,Bose,"4K UHD, HDR10, WebOS",Electronics from Bose equipped with 4K UHD.
HP PC Model 2096,601.64,3.0,PC,HP,"Intel i9, 32GB RAM, 1TB SSD",PC from HP equipped with Intel i9.
AliExpress E-Commerce Model 2970,3634.24,4.1,E-Commerce,AliExpress,"Online only, Fast shipping",E-Commerce from AliExpress equipped with Online only.
LG Electronics Model 2979,1327.16,4.7,Electronics,LG,"4K UHD, HDR10, WebOS",Electronics from LG equipped with 4K UHD.
Toyota Vehicles Model 2635,1643.79,3.9,Vehicles,Toyota,"1.5L Turbo, CVT",Vehicles from Toyota equipped with 1.5L Turbo.
Hasbro Toys Model 2832,4514.11,4.5,Toys,Hasbro,"500 pieces, Multi-color",Toys from Hasbro equipped with 500 pieces.
Nestle Food Model 2618,626.4,4.6,Food,Nestle,"500ml, Diet",Food from Nestle equipped with 500ml.
LG Electronics Model 2574,4202.76,3.3,Electronics,LG,"Noise Cancelling, Wireless",Electronics from LG equipped with Noise Cancelling.
Lenovo Tablet Model 2572,4433.38,3.8,Tablet,Lenovo,"12GB RAM, 128GB, Snapdragon",Tablet from Lenovo equipped with 12GB RAM.
Lego Toys Model 2032,3528.0,3.0,Toys,Lego,"500 pieces, Multi-color",Toys from Lego equipped with 500 pieces.
Nestle Food Model 2367,804.93,4.0,Food,Nestle,"500ml, Diet",Food from Nestle equipped with 500ml.
Asus PC Model 2697,4307.45,3.8,PC,Asus,"Ryzen 7, 16GB RAM, 512GB SSD",PC from Asus equipped with Ryzen 7.
Honda Vehicles Model 2457,2991.05,3.4,Vehicles,Honda,"Electric, 358mi range, Autopilot",Vehicles from Honda equipped with Electric.
HP PC Model 2167,2268.23,4.5,PC,HP,"Ryzen 5, 8GB RAM, 256GB SSD",PC from HP equipped with Ryzen 5.
Samsung Mobile Model 2948,303.19,4.2,Mobile,Samsung,"512GB, A17 Pro",Mobile from Samsung equipped with 512GB.
Mattel Toys Model 2556,528.7,3.9,Toys,Mattel,"500 pieces, Multi-color",Toys from Mattel equipped with 500 pieces.
Lego Toys Model 2583,1914.31,4.0,Toys,Lego,"Die-cast, Model 2023",Toys from Lego equipped with Die-cast.
Tesla Vehicles Model 2419,1235.78,3.6,Vehicles,Tesla,"1.5L Turbo, CVT",Vehicles from Tesla equipped with 1.5L Turbo.
Samsung Electronics Model 2652,3056.13,3.3,Electronics,Samsung,"4K UHD, HDR10, WebOS",Electronics from Samsung equipped with 4K UHD.
AliExpress E-Commerce Model 2650,1466.27,3.2,E-Commerce,AliExpress,"Handmade, Customizable",E-Commerce from AliExpress equipped with Handmade.
Microsoft Tablet Model 2222,2989.93,3.8,Tablet,Microsoft,"4GB RAM, 32GB, A12 Bionic",Tablet from Microsoft equipped with 4GB RAM.
Hot Wheels Toys Model 2525,2446.34,4.4,Toys,Hot Wheels,"Plush Toy, 12 inch",Toys from Hot Wheels equipped with Plush Toy.
Acer PC Model 2692,2829.25,3.4,PC,Acer,"Intel i9, 32GB RAM, 1TB SSD",PC from Acer equipped with Intel i9.
Adidas Clothing Model 2200,384.24,3.6,Clothing,Adidas,"Size: L, Polyester, Black",Clothing from Adidas equipped with Size: L.
HP PC Model 2404,1388.82,4.2,PC,HP,"Intel i7, 16GB RAM, 512GB SSD",PC from HP equipped with Intel i7.
Lenovo Tablet Model 2083,3876.76,4.0,Tablet,Lenovo,"6GB RAM, 64GB, MediaTek",Tablet from Lenovo equipped with 6GB RAM.
LG Electronics Model 2713,4702.82,4.9,Electronics,LG,"1080p Full HD, Android TV",Electronics from LG equipped with 1080p Full HD.
Puma Clothing Model 2628,2513.22,3.2,Clothing,Puma,"Size: S, Wool, Blue",Clothing from Puma equipped with Size: S.
Sony Electronics Model 2449,1920.78,3.4,Electronics,Sony,"1080p Full HD, Android TV",Electronics from Sony equipped with 1080p Full HD.
AmazonBasics E-Commerce Model 2007,2713.77,3.8,E-Commerce,AmazonBasics,"Bulk discounts, Direct from China",E-Commerce from AmazonBasics equipped with Bulk discounts.
Lego Toys Model 2268,4895.1,4.7,Toys,Lego,"Die-cast, Model 2023",Toys from Lego equipped with Die-cast.
MSI PC Model 2063,3683.3,4.5,PC,MSI,"Intel i7, 16GB RAM, 512GB SSD",PC from MSI equipped with Intel i7.
Etsy E-Commerce Model 2225,1121.24,3.4,E-Commerce,Etsy,"Handmade, Customizable",E-Commerce from Etsy equipped with Handmade.
Tesla Vehicles Model 2658,3530.68,3.0,Vehicles,Tesla,"Electric, 358mi range, Autopilot",Vehicles from Tesla equipped with Electric.
Lenovo Tablet Model 2144,393.76,3.3,Tablet,Lenovo,"12GB RAM, 128GB, Snapdragon",Tablet from Lenovo equipped with 12GB RAM.
HP PC Model 2515,3727.38,3.9,PC,HP,"Ryzen 5, 8GB RAM, 256GB SSD",PC from HP equipped with Ryzen 5.
Nestle Food Model 2858,3071.93,4.2,Food,Nestle,"100g, Milk Chocolate",Food from Nestle equipped with 100g.
Dell PC Model 2893,2664.73,4.4,PC,Dell,"Ryzen 7, 16GB RAM, 512GB SSD",PC from Dell equipped with Ryzen 7.
Samsung Tablet Model 2326,3858.07,3.8,Tablet,Samsung,"6GB RAM, 64GB, MediaTek",Tablet from Samsung equipped with 6GB RAM.
Toyota Vehicles Model 2349,756.76,3.9,Vehicles,Toyota,"2.0L Hybrid, 5 seats",Vehicles from Toyota equipped with 2.0L Hybrid.
Microsoft Tablet Model 2658,1553.28,4.4,Tablet,Microsoft,"6GB RAM, 64GB, MediaTek",Tablet from Microsoft equipped with 6GB RAM.
Ford Vehicles Model 2079,2615.12,4.2,Vehicles,Ford,"V6 Engine, 4x4 Drive",Vehicles from Ford equipped with V6 Engine.
Hasbro Toys Model 2268,3049.7,3.2,Toys,Hasbro,"Plush Toy, 12 inch",Toys from Hasbro equipped with Plush Toy.
eBay E-Commerce Model 2829,1772.15,4.2,E-Commerce,eBay,"Online only, Fast shipping",E-Commerce from eBay equipped with Online only.
OnePlus Mobile Model 2608,1229.29,3.8,Mobile,OnePlus,"256GB, Snapdragon 8 Gen1",Mobile from OnePlus equipped with 256GB.
Adidas Clothing Model 2927,2806.76,4.2,Clothing,Adidas,"Size: L, Polyester, Black",Clothing from Adidas equipped with Size: L.
Samsung Mobile Model 2932,1804.04,4.5,Mobile,Samsung,"256GB, Snapdragon 8 Gen1",Mobile from Samsung equipped with 256GB.
HP PC Model 2967,4220.46,3.0,PC,HP,"Intel i9, 32GB RAM, 1TB SSD",PC from HP equipped with Intel i9.
Microsoft Tablet Model 2188,1309.58,3.9,Tablet,Microsoft,"8GB RAM, 256GB SSD, Intel i5",Tablet from Microsoft equipped with 8GB RAM.
Ford Vehicles Model 2029,1385.26,4.8,Vehicles,Ford,"Electric, 358mi range, Autopilot",Vehicles from Ford equipped with Electric.
Pepsi Food Model 2213,2911.86,3.5,Food,Pepsi,"Family Pack, Chocolate",Food from Pepsi equipped with Family Pack.
Asus PC Model 2354,4369.11,4.1,PC,Asus,"Ryzen 7, 16GB RAM, 512GB SSD",PC from Asus equipped with Ryzen 7.
Microsoft Tablet Model 2160,3870.5,3.1,Tablet,Microsoft,"8GB RAM, 256GB SSD, Intel i5",Tablet from Microsoft equipped with 8GB RAM.
Hot Wheels Toys Model 2180,3899.18,3.7,Toys,Hot Wheels,"Board Game, 2-6 Players",Toys from Hot Wheels equipped with Board Game.
Hot Wheels Toys Model 2747,3631.24,4.7,Toys,Hot Wheels,"Plush Toy, 12 inch",Toys from Hot Wheels equipped with Plush Toy.
Puma Clothing Model 2647,2048.53,3.2,Clothing,Puma,"Size: XL, Cotton, Red",Clothing from Puma equipped with Size: XL.
Dell PC Model 2021,1855.14,3.8,PC,Dell,"Intel i7, 16GB RAM, 512GB SSD",PC from Dell equipped with Intel i7.
Coca-Cola Food Model 2095,1292.45,4.8,Food,Coca-Cola,"100g, Milk Chocolate",Food from Coca-Cola equipped with 100g.
Acer PC Model 2114,3532.03,4.4,PC,Acer,"Ryzen 5, 8GB RAM, 256GB SSD",PC from Acer equipped with Ryzen 5.
Bose Electronics Model 2990,3741.44,3.1,Electronics,Bose,"Noise Cancelling, Wireless",Electronics from Bose equipped with Noise Cancelling.
Lego Toys Model 2008,3121.16,3.1,Toys,Lego,"Plush Toy, 12 inch",Toys from Lego equipped with Plush Toy.
Nabisco Food Model 2150,3092.31,3.0,Food,Nabisco,"100g, Milk Chocolate",Food from Nabisco equipped with 100g.
Coca-Cola Food Model 2600,1186.0,3.7,Food,Coca-Cola,"100g, Milk Chocolate",Food from Coca-Cola equipped with 100g.
Lenovo Tablet Model 2746,559.35,4.9,Tablet,Lenovo,"8GB RAM, 256GB SSD, Intel i5",Tablet from Lenovo equipped with 8GB RAM.
Etsy E-Commerce Model 2017,2896.72,3.7,E-Commerce,Etsy,"Handmade, Customizable",E-Commerce from Etsy equipped with Handmade.
Samsung Tablet Model 2568,735.51,4.7,Tablet,Samsung,"4GB RAM, 32GB, A12 Bionic",Tablet from Samsung equipped with 4GB RAM.
eBay E-Commerce Model 2613,3019.01,4.8,E-Commerce,eBay,"Bulk discounts, Direct from China",E-Commerce from eBay equipped with Bulk discounts.
LG Electronics Model 2900,4787.12,3.4,Electronics,LG,"4K UHD, HDR10, WebOS",Electronics from LG equipped with 4K UHD.
Microsoft Tablet Model 2361,4930.56,4.6,Tablet,Microsoft,"6GB RAM, 64GB, MediaTek",Tablet from Microsoft equipped with 6GB RAM.
Apple Mobile Model 2793,3188.84,3.4,Mobile,Apple,"64GB, MediaTek",Mobile from Apple equipped with 64GB.
Hasbro Toys Model 2249,196.24,3.7,Toys,Hasbro,"Board Game, 2-6 Players",Toys from Hasbro equipped with Board Game.
Acer PC Model 2916,3304.03,3.5,PC,Acer,"Intel i7, 16GB RAM, 512GB SSD",PC from Acer equipped with Intel i7.
Acer PC Model 2524,1552.66,3.2,PC,Acer,"Intel i5, 8GB RAM, 1TB HDD",PC from Acer equipped with Intel i5.
Pepsi Food Model 2258,1179.72,3.2,Food,Pepsi,"Family Pack, Chocolate",Food from Pepsi equipped with Family Pack.
Samsung Electronics Model 2390,4008.43,5.0,Electronics,Samsung,"1080p Full HD, Android TV",Electronics from Samsung equipped with 1080p Full HD.
Hot Wheels Toys Model 2999,2083.18,3.5,Toys,Hot Wheels,"Board Game, 2-6 Players",Toys from Hot Wheels equipped with Board Game.
Apple Mobile Model 2653,4613.2,3.1,Mobile,Apple,"256GB, Snapdragon 8 Gen1",Mobile from Apple equipped with 256GB.
AliExpress E-Commerce Model 2885,1867.12,3.6,E-Commerce,AliExpress,"Handmade, Customizable",E-Commerce from AliExpress equipped with Handmade.
Acer PC Model 2112,899.88,3.9,PC,Acer,"Ryzen 7, 16GB RAM, 512GB SSD",PC from Acer equipped with Ryzen 7.
Etsy E-Commerce Model 2133,4417.5,4.1,E-Commerce,Etsy,"Handmade, Customizable",E-Commerce from Etsy equipped with Handmade.
Microsoft Tablet Model 2075,1283.03,3.7,Tablet,Microsoft,"8GB RAM, 256GB SSD, Intel i5",Tablet from Microsoft equipped with 8GB RAM.
Apple Tablet Model 2039,4765.98,3.5,Tablet,Apple,"12GB RAM, 128GB, Snapdragon",Tablet from Apple equipped with 12GB RAM.
Bose Electronics Model 2612,3449.01,3.4,Electronics,Bose,"4K UHD, HDR10, WebOS",Electronics from Bose equipped with 4K UHD.
MSI PC Model 2935,3931.14,4.8,PC,MSI,"Ryzen 7, 16GB RAM, 512GB SSD",PC from MSI equipped with Ryzen 7.
Lenovo Tablet Model 2606,1624.51,3.9,Tablet,Lenovo,"8GB RAM, 256GB SSD, Intel i5",Tablet from Lenovo equipped with 8GB RAM.
Samsung Mobile Model 2102,2104.8,3.3,Mobile,Samsung,"128GB, A15 Bionic",Mobile from Samsung equipped with 128GB.
Apple Tablet Model 2962,569.93,3.6,Tablet,Apple,"12GB RAM, 128GB, Snapdragon",Tablet from Apple equipped with 12GB RAM.
Ford Vehicles Model 2477,1733.97,3.7,Vehicles,Ford,"1.5L Turbo, CVT",Vehicles from Ford equipped with 1.5L Turbo.
Nabisco Food Model 2347,4864.96,4.2,Food,Nabisco,"1.5L, Carbonated",Food from Nabisco equipped with 1.5L.
Bose Electronics Model 2665,3082.63,4.1,Electronics,Bose,"Bluetooth Speaker, Waterproof",Electronics from Bose equipped with Bluetooth Speaker.
Asus PC Model 2751,1943.14,3.2,PC,Asus,"Ryzen 5, 8GB RAM, 256GB SSD",PC from Asus equipped with Ryzen 5.
Adidas Clothing Model 2167,3877.64,5.0,Clothing,Adidas,"Size: S, Wool, Blue",Clothing from Adidas equipped with Size: S.
Under Armour Clothing Model 2398,2574.5,3.5,Clothing,Under Armour,"Size: S, Wool, Blue",Clothing from Under Armour equipped with Size: S.
Under Armour Clothing Model 2111,4679.59,4.0,Clothing,Under Armour,"Size: L, Polyester, Black",Clothing from Under Armour equipped with Size: L.
Bose Electronics Model 2802,4538.49,3.1,Electronics,Bose,"4K UHD, HDR10, WebOS",Electronics from Bose equipped with 4K UHD.
Nike Clothing Model 2658,2247.98,3.5,Clothing,Nike,"Size: S, Wool, Blue",Clothing from Nike equipped with Size: S.
Dell PC Model 2211,2438.08,4.9,PC,Dell,"Intel i7, 16GB RAM, 512GB SSD",PC from Dell equipped with Intel i7.
Hot Wheels Toys Model 2964,4506.73,4.0,Toys,Hot Wheels,"500 pieces, Multi-color",Toys from Hot Wheels equipped with 500 pieces.
Acer PC Model 2684,4887.85,4.3,PC,Acer,"Intel i9, 32GB RAM, 1TB SSD",PC from Acer equipped with Intel i9.
Asus PC Model 2075,2337.03,3.2,PC,Asus,"Intel i7, 16GB RAM, 512GB SSD",PC from Asus equipped with Intel i7.
Tesla Vehicles Model 2467,3582.22,3.8,Vehicles,Tesla,"1.5L Turbo, CVT",Vehicles from Tesla equipped with 1.5L Turbo.
Nestle Food Model 2827,2313.59,4.5,Food,Nestle,"100g, Milk Chocolate",Food from Nestle equipped with 100g.
Ford Vehicles Model 2060,1181.64,3.1,Vehicles,Ford,"V6 Engine, 4x4 Drive",Vehicles from Ford equipped with V6 Engine.
Xiaomi Mobile Model 2161,189.68,3.1,Mobile,Xiaomi,"64GB, MediaTek",Mobile from Xiaomi equipped with 64GB.
AliExpress E-Commerce Model 2552,3407.65,4.4,E-Commerce,AliExpress,"Bulk discounts, Direct from China",E-Commerce from AliExpress equipped with Bulk discounts.
Samsung Tablet Model 2186,4305.85,4.6,Tablet,Samsung,"6GB RAM, 64GB, MediaTek",Tablet from Samsung equipped with 6GB RAM.
Bose Electronics Model 2447,2694.54,3.7,Electronics,Bose,"1080p Full HD, Android TV",Electronics from Bose equipped with 1080p Full HD.
eBay E-Commerce Model 2939,1213.19,4.2,E-Commerce,eBay,"Second-hand, Global shipping",E-Commerce from eBay equipped with Second-hand.
Tesla Vehicles Model 2181,4707.22,4.3,Vehicles,Tesla,"1.5L Turbo, CVT",Vehicles from Tesla equipped with 1.5L Turbo.
Microsoft Tablet Model 2167,3212.68,4.2,Tablet,Microsoft,"4GB RAM, 32GB, A12 Bionic",Tablet from Microsoft equipped with 4GB RAM.
